username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
robxlii;2018-02-16 18:20;7;22;"Happy lunar new year! Let's all celebrate by throwing molten iron ore at a brick wall, like they do in Nuanquan. #ChineseNewYear pic.twitter.com/ShuFlcywnc";;;#ChineseNewYear;"964595414015119362";https://twitter.com/robxlii/status/964595414015119362
cristiannmillo;2018-02-16 10:03;16;42;"$ VALE : anota récord de producción de iron ore +5,1% vs 2016 llegando a las 366?5 mill ton ratificando su plan para 2018 en 390 mill. Esto es excelente de cara al balance el 28/02. Se espera un Ebitda de u$s 14.073 millones +15,5% Vs 2016. pic.twitter.com/7nlTT1VXnw";;;;"964470193153028097";https://twitter.com/cristiannmillo/status/964470193153028097
kjawoogie;2018-02-15 05:25;4;10;"Copper, iron ore price jump sparks rally in mining stocks http:// bit.ly/2Ggo0Zn via @frikels";;@frikels;;"964037990770249728";https://twitter.com/kjawoogie/status/964037990770249728
Matthew_hopton;2018-02-14 06:03;10;25;"This is massive! The old port at pointe noire is getting an emergency upgrade worth 80m euros. 2 new multi use berths that are capable of transporting Iron Ore . Everything is not pinned on the new port being built. http://www. lesdepechesdebrazzaville.fr/_zbhfiles/down load.php?doc=20180207_DBZ_DBZ_ALL.pdf … #zioc pic.twitter.com/c2ZpYupj2T";;;#zioc;"963685079020199936";https://twitter.com/Matthew_hopton/status/963685079020199936
FifiPeters;2018-02-13 04:10;7;13;"Great news from #Kumba Iron Ore . Besides reporting higher profits & declaring a juicy dividend to shareholders, it said not one worker died at its mines in 2017 PLUS fewer miners got injured on site. It's awesome to see management take safety as seriously as increasing profits";;;#Kumba;"963294348363300864";https://twitter.com/FifiPeters/status/963294348363300864
Australian_Navy;2018-02-07 23:07;11;22;"#OTD 8 Feb 1943: SS Iron Knight, an iron ore carrier, was sunk off Bermagui, New South Wales, by Japanese submarine I-21. pic.twitter.com/3pDKyFkiP0";;;#OTD;"961406033838182400";https://twitter.com/Australian_Navy/status/961406033838182400
PTI_News;2018-02-07 06:39;25;29;"SC cancels iron ore mining leases of 88 companies in Goa; they were renewed for second time by Goa government in 2015.";;;;"961157407366897664";https://twitter.com/PTI_News/status/961157407366897664
upmanyutrivedi;2018-02-07 04:43;18;30;"Supreme Court cites #AynRand while banning iron ore mining in Goa to make a point about environmental consequences of mining: "We can evade reality, but we cannot evade the consequences of evading reality."";;;#AynRand;"961128267066609665";https://twitter.com/upmanyutrivedi/status/961128267066609665
barandbench;2018-02-07 03:36;51;64;"Supreme Court cancels 88 iron ore mining licenses in Goa which had been renewed by Goa govt in 2015.";;;;"961111489699512321";https://twitter.com/barandbench/status/961111489699512321
pbhushan1;2018-02-07 03:29;1606;3051;"Kudos to Supreme Court for cancelling all 88 iron ore mining leases granted 2nd renewal by Goa's BJP govt, in a hasty & malafide manner just days before new mining Act came in Jan 15 making auction mandatory.This renewal was worse than Coalgate & a bigger scam. Honest BJP indeed!";;;;"961109734530174977";https://twitter.com/pbhushan1/status/961109734530174977
utkarsh_aanand;2018-02-07 03:22;56;104;"SC quashes 88 mining leases in Goa after holding the leases in violation of the environmental norms; also orders for recovery. In 2015, the state govt had renewed 88 mining leases. PIL by @pbhushan1 alleged many of these lease-holders were involved in illegal mining of iron ore .";;@pbhushan1;;"961107921965928448";https://twitter.com/utkarsh_aanand/status/961107921965928448
IndianExpress;2018-02-07 03:20;24;67;"BREAKING: Supreme Court quashes all Goa iron ore mining permits, can't operate after March 15";;;;"961107269877460992";https://twitter.com/IndianExpress/status/961107269877460992
I_Am_Ilemona;2018-02-06 07:16;61;26;"Lemme give another example. My home state, Kogi, will suddenly gain control over all the iron ore within its boundaries. Sounds good for us. But does it sound good for Bayelsa that suddenly loses access to all the revenue that accrues to it from oil assets offshore?";;;;"960804420668805120";https://twitter.com/I_Am_Ilemona/status/960804420668805120
Essar;2018-02-06 05:45;34;282;"Iron ore & coal lift Essar Ports’ cargo handling by 11% in Q3 FY18. Click here for more details. http:// bit.ly/2FONA7q pic.twitter.com/EBTbfaMYcF";;;;"960781376155996160";https://twitter.com/Essar/status/960781376155996160
RealTimeWWII;2018-02-05 14:51;61;189;"Allied Supreme War Council in France has approved "The Big Plan"- sending French & British troops neutral Norway & Sweden, occupying Scandinavian ports & cutting off German supplies of iron ore . The pretext will be helping Finland fight off invasion by USSR.";;;;"960556380548628481";https://twitter.com/RealTimeWWII/status/960556380548628481
RCgothic;2018-02-05 08:30;25;58;"Rhetorical question. Mauritania is the only country to trade solely on WTO terms. It has an economy 0.2% the size of ours, exports mainly iron ore , and between 1-17% of its population live in slavery. Every other country in the world has free trade deals.";;;;"960460658201518080";https://twitter.com/RCgothic/status/960460658201518080
femmeminem;2018-02-04 15:47;4;28;"Wasn’t Sweden neutral during World War II? Also, didn’t Nazi Germany largely depend on Swedish iron ore shipments? Also, hasn’t Sweden retained a neutrality policy since Napoleonic Wars and technically hadnt been involved in any global conflict until 2009? What are you doing? https:// twitter.com/petersweden7/s tatus/959608068521840642 …";;;;"960208310682161152";https://twitter.com/femmeminem/status/960208310682161152
ANI;2018-02-04 15:30;12;37;"#SpotVisuals Goods train carrying iron ore derailed between Bhansi & Bacheli in Dantewada #Chhattisgarh pic.twitter.com/HEmPghYM71";;;#SpotVisuals #Chhattisgarh;"960204006718140416";https://twitter.com/ANI/status/960204006718140416
ANI;2018-02-04 15:23;30;59;"Goods train carrying iron ore derailed between Bhansi & Bacheli in Dantewada. Naxals might have sabotaged the track by removing the fish plates. Troops are doing restoration work of the track: DIG Sundarraj P (File pic) pic.twitter.com/BWSszyXaQf";;;;"960202042433310722";https://twitter.com/ANI/status/960202042433310722
Sustainable2050;2018-02-02 03:42;50;77;"Pilot plant to use hydrogen-from-renewable-electricity instead of coal and cokes to get the iron out of iron ore ! https:// twitter.com/vattenfallgrou p/status/958953345158348800 …";;;;"959300952791531520";https://twitter.com/Sustainable2050/status/959300952791531520
Punjab13to18;2018-01-30 07:22;17;68;"NAB took notice after Punjab government highlighted the alleged corruption and illegal award of contract for exploiting iron ore in Chiniot in 2007. http:// naibaat.com.pk/ePaper/lahore/ 30-01-2018/details.aspx?id=p1_11.jpg … pic.twitter.com/CzMwNlqIlX";;;;"958269092129067008";https://twitter.com/Punjab13to18/status/958269092129067008
PMLNPunjabPk;2018-01-28 08:20;12;37;"A story of retrieval of national asset of Iron Ore worth Rs 400 billion from looters. Despite SC's clear verdict, NAB hushed up this biggest robbery in the history of Pakistan, far bigger than the infamous train robbery in London 40 years ago. pic.twitter.com/i0eOsq801h";;;;"957559094130413568";https://twitter.com/PMLNPunjabPk/status/957559094130413568
Punjab13to18;2018-01-28 05:09;31;76;"We shared a story abt how @CMShehbaz took on the powerful mafia to save Pakistan's first integrated Iron Ore Mining, Processing & Steel Mills Complex @Chiniot: https:// twitter.com/GovtOfPunjab/s tatus/954990748809728000 … - The second part of the story tells how robbery was jabbed, but robbers have not been nabbed! pic.twitter.com/EU3hjLkVbP";;@CMShehbaz @Chiniot;;"957510839744987136";https://twitter.com/Punjab13to18/status/957510839744987136
The_Jonathanian;2018-01-27 18:54;99;57;"If Segun Awosanya suffers even a scratch at the hands of @PoliceNG or their agents, they should be ready to deal with a 1000 clones. All iron ore will one day visit the blacksmith. https:// twitter.com/segalink/statu s/957325489361866753 …";;@PoliceNG;;"957356081046421504";https://twitter.com/The_Jonathanian/status/957356081046421504
EvilChicken313;2018-01-26 16:46;0;7;"Eine HG Runde mit einem Texturepack gewinnen, bei dem alle (soliden) Blöcke, also Dirt, Stein, Holz, Iron Ore (aber nicht Pilze, Waffen) identisch aussehen";;;;"956961449988980737";https://twitter.com/EvilChicken313/status/956961449988980737
jgopikrishnan70;2018-01-19 05:10;107;78;"Wonder why PSU health-medical company Hindustan Latex gave money to export iron ore from Bellary to China? After many years CBI raiding CMD. This HLL is favourite of Health Ministry cutting across party lines. They covered this big FRAUD for long time : https://www. deccanchronicle.com/nation/in-othe r-news/190118/iron-ore-deal-cbi-raids-hll-lifecare-ltd-brass.html …";;;;"954249688751878144";https://twitter.com/jgopikrishnan70/status/954249688751878144
dpradhanbjp;2018-01-18 09:07;54;147;"Under #ModiGovernment we have ensured that every natural resource goes through a competitive bidding model.Transparent biddings in iron ore , limestone & coal has happened due to our motto of ‘Minimum Government Maximum Governance’.";;;#ModiGovernment;"953947068854235137";https://twitter.com/dpradhanbjp/status/953947068854235137
RuhiRizvi;2018-01-18 06:57;29;37;"Back to 2011: Illegal mining activities in Bellary region were exposed- Iron ore mining mafia operating in Bellary was immunized to laws enforcement agencies by Reddys. GJReddy was arrested, granted a bail- But this very granting of bail led to a new "Cash-for-Bail" scam...";;;;"953914199515672576";https://twitter.com/RuhiRizvi/status/953914199515672576
RuhiRizvi;2018-01-18 06:57;37;42;"Not just this- It was under BSY’s infamous tenure that Belekeri port scam involving Ministers G. Karunakara Reddy & G. Janardhana Reddy had occurred involving Illegal export of 3.5 million tons of confiscated iron ore from Belekeri port";;;;"953914197393330176";https://twitter.com/RuhiRizvi/status/953914197393330176
DHughesy;2018-01-18 06:27;25;499;"As a proud shareholder of @bhp I’m not sure why we are doing tv ads. Are we expecting viewers to pop out in the morning and impulse purchase a few 1000 tonnes of iron ore ?";;@bhp;;"953906760271544320";https://twitter.com/DHughesy/status/953906760271544320
business;2018-01-17 22:14;17;21;"BHP Billiton, the world’s biggest mining company, says quarterly iron ore output is up 3% https:// bloom.bg/2DIVKhH pic.twitter.com/qoS43nNDcT";;;;"953782730331967488";https://twitter.com/business/status/953782730331967488
USRepRickNolan;2018-01-17 21:26;17;18;"Great news for the Iron Range! I am so proud that Minnesota’s own @CliffsNR will supply taconite iron ore for these trucks. I commend both @GM and @FiatChrysler_NA for their commitment to American steel. http://www. duluthnewstribune.com/business/43889 44-gm-dodge-trucks-will-stick-steel …";;@CliffsNR @GM @FiatChrysler_NA;;"953770469471244288";https://twitter.com/USRepRickNolan/status/953770469471244288
baijendra;2018-01-17 04:25;18;34;"#NMDC has requested the #Odisha govt to allot those mines closed due to Supreme Court order to @nmdclimited . We can continue mining and avert iron ore shortage and provide emplyment to workmen. @CMO_Odisha @Naveen_Odisha @SteelMinIndia @MinesMinIndia @ChBirenderSingh";;@nmdclimited @CMO_Odisha @Naveen_Odisha @SteelMinIndia @MinesMinIndia @ChBirenderSingh;#NMDC #Odisha;"953513565255684096";https://twitter.com/baijendra/status/953513565255684096
Scutty;2018-01-16 19:18;8;9;"Iron ore fell heavily again (via @BIAUS ) https://www. businessinsider.com.au/iron-ore-fell- heavily-again-2018-1 … #ausbiz pic.twitter.com/NPWzEVULwE";;@BIAUS;#ausbiz;"953375871968067584";https://twitter.com/Scutty/status/953375871968067584
cristiannmillo;2018-01-16 16:50;9;14;"Los metales están en niveles críticos de stocks a nivel global. En promedio solo cuentan para 2/3 semanas de consumo. El unico que se despegó en precios fue el Zinc. Falta un lindo rally para el Aluminio, Cobre e Iron ore . pic.twitter.com/hDzAhM6Gay";;;;"953338605367431169";https://twitter.com/cristiannmillo/status/953338605367431169
RamyInocencio;2018-01-16 12:32;14;18;"Dollar's pain is metal's gain. The U.S. dollar, plunging to three-year lows, has boosted copper, zinc and iron ore prices. Goldman and Citi have raised price forecasts. @TheTerminal shows the dollar's doldrums. #tictocnews #3charts Watch: https://www. bloomberg.com/news/videos/20 18-01-16/4-charts-to-know-will-metals-keep-shining-in-2018-video … pic.twitter.com/DLPRkKgLYA";;@TheTerminal;#tictocnews #3charts;"953273757837287427";https://twitter.com/RamyInocencio/status/953273757837287427
StatsSA;2018-01-16 10:25;19;12;"#Mining production up by 6,5% y/y in November 2017. Largest contributors to growth: PGMs (12,3% and contributing 2,8 percentage points) & iron ore (20,7% and contributing 2,5 percentage points) #StatsSA http:// bit.ly/2DDGq6i";;;#Mining #StatsSA;"953241704110415872";https://twitter.com/StatsSA/status/953241704110415872
Reuters;2018-01-15 22:58;12;15;"Asian shares slip as iron ore softens, euro near three-year top http:// reut.rs/2DAKxzS";;;;"953068888106917889";https://twitter.com/Reuters/status/953068888106917889
business;2018-01-15 20:31;19;25;"Rio Tinto's full-year iron ore shipments rose to a record after improving its rail network https:// bloom.bg/2mGRRCU pic.twitter.com/c8Y4pHPBIT";;;;"953032011467427840";https://twitter.com/business/status/953032011467427840
WayneMcCurrie;2018-01-15 03:38;8;48;"Usd much weaker. Rand at 12.35. Oil almost 70. Iron ore down. S.A. retailers start to give updates. And MOST IMPORTANTLY Shapiro in shock and devastated about arsenal . Send him sympathy messages . Try and console him";;;;"952776988296654848";https://twitter.com/WayneMcCurrie/status/952776988296654848
CTRavi_BJP;2018-01-15 03:16;36;117;"Siddaramaiah undertook a Padayatre from Bengaluru to Ballari against illegal iron ore mining. Today he himself stands accused for allowing extraction of iron ore & granting of mining leases illegally worth thousands of crores. #SiddaramaiahLootsKarnataka";;;#SiddaramaiahLootsKarnataka;"952771467552280576";https://twitter.com/CTRavi_BJP/status/952771467552280576
Sampa_The_Great;2018-01-13 18:30;27;94;"While y’all kicking us out. Remember to get out of our continent and leave the diamonds. Gold. Oil. Coltan. Uranium. Iron ore . Petrolium. . Cocoa beans. Spirituality. Maths. Science. Astrology. Humankind in general (Eve). And culture that you (still) vulture. Where you found it";;;;"952276748988764161";https://twitter.com/Sampa_The_Great/status/952276748988764161
alphaideas;2018-01-13 11:36;13;37;"Idea #8 - Sandur Manganese- Play on increasing iron ore and manganese prices #StrictlyInvestMeet";;;#8 #StrictlyInvestMeet;"952172480139055104";https://twitter.com/alphaideas/status/952172480139055104
RickNewnham;2018-01-10 23:04;15;20;"If the iron ore price rises to between $75-80/tonne and remains there for three years WA’s GST share will fall to $0. The price is currently $76.1. My op-ed in the @westaustralian today. #wapol #auspol pic.twitter.com/DAr61QNdKx";;@westaustralian;#wapol #auspol;"951258555318902784";https://twitter.com/RickNewnham/status/951258555318902784
LiberumKnights;2018-01-10 13:55;7;13;"#ironore stocks at northern ports in China have now burst through 100% of stated capacity - worth noting northern ports account for >70% of total iron ore port inventories in China pic.twitter.com/WMwUNd4IUI";;;#ironore;"951120246273904640";https://twitter.com/LiberumKnights/status/951120246273904640
WayneMcCurrie;2018-01-09 04:32;17;26;"Kumba iron ore touched R400 yesterday, closing slightly lower at R393. At end 2015 the price was 25. Dramatic recovery and shows how volatile resource shares are";;;;"950616156213317632";https://twitter.com/WayneMcCurrie/status/950616156213317632
Scutty;2018-01-08 19:16;18;17;"Iron ore is ripping higher as China clamps down on steel production (via @BIAUS ) https://www. businessinsider.com.au/iron-ore-price -china-steel-capacity-cuts-2018-1 … #ausbiz pic.twitter.com/H4khoAXFFb";;@BIAUS;#ausbiz;"950476204640911361";https://twitter.com/Scutty/status/950476204640911361
Reuters;2018-01-08 09:00;28;24;"Australia forecasts 20 percent iron ore price drop in 2018 as China demand eases http:// reut.rs/2D70HAM pic.twitter.com/sSbFB0ttNY";;;;"950321249997246464";https://twitter.com/Reuters/status/950321249997246464
tbiesheuvel;2018-01-08 08:01;14;31;"Could be a crazy year for iron ore https://www. bloomberg.com/news/articles/ 2018-01-07/iron-ore-powerhouse-warns-of-volatility-as-china-s-curbs-unwind … pic.twitter.com/LwSW35GHNi";;;;"950306424105717760";https://twitter.com/tbiesheuvel/status/950306424105717760
business;2018-01-08 05:31;13;24;"Iron ore is in for a bumpy ride in 2018 https:// bloom.bg/2m9vAgL pic.twitter.com/JQlnjJEtKV";;;;"950268754797178880";https://twitter.com/business/status/950268754797178880
CISFHQrs;2018-01-08 04:55;37;167;"Steering the nation by protecting coal & iron ore mines! #CISF stands firm & vigilant. pic.twitter.com/rv5Atg6RjU";;;#CISF;"950259531279314944";https://twitter.com/CISFHQrs/status/950259531279314944
Scutty;2018-01-07 23:39;19;38;"Here are the breakeven rates for major iron ore miners (via @BIAUS ) https://www. businessinsider.com.au/iron-ore-break even-rates-major-miners-macquarie-bank-2018-1 … #ausbiz pic.twitter.com/l7gZPGxQjO";;@BIAUS;#ausbiz;"950180196241391616";https://twitter.com/Scutty/status/950180196241391616
CSLships;2018-01-05 17:35;17;34;"We’re Ringing in the New Year with a New Video from the Great Lakes! Watch MV Baie Comeau Load and Discharge Iron Ore Pellets. http:// ow.ly/pRoP30hBLFr pic.twitter.com/IdnzNePUcS";;;;"949363696819757062";https://twitter.com/CSLships/status/949363696819757062
Gautam__Baid;2018-01-05 15:55;42;130;"Full blown bull market about to unleash in steel in 2018! Look for those few players who have captive power plants and all necessary backward linkages in place for their raw materials as iron ore , coking coal & graphite electrode prices have been surging. http://www. businesstimes.com.sg/energy-commodi ties/china-to-strictly-ban-any-new-steelmaking-capacity-in-2018 …";;;;"949338569516105728";https://twitter.com/Gautam__Baid/status/949338569516105728
Vktkv;2018-01-05 13:01;24;24;"TIL During the Emergency, the Union Government initiated the Kuduremukha iron ore project in the pristine rainforests of Western Ghats without the Karnataka Government even having been consulted. (From Ram Guha's book Ecology and Equity) pic.twitter.com/1Rb5lEmJwJ";;;;"949294909160337409";https://twitter.com/Vktkv/status/949294909160337409
Lays24MC;2018-01-04 20:39;0;3;"Auf Iron Ore warten. Man frisst der Extreme Reactor Iron Ingots xD #Minecraft #Revelation #ftb pic.twitter.com/NBtOeIDNH2";;;#Minecraft #Revelation #ftb;"949047734056751104";https://twitter.com/Lays24MC/status/949047734056751104
ken_kfwatson;2018-01-04 09:51;8;17;"Press article today in Mining News suggesting major iron ore miners in the Pilbara may be getting interested in lithium. The potential for lithium in the Pilbara is compelling. Western Shaw 15 km strike of iron ore /mafics -ultramafics -conglomerates -- no modern exploration. https:// twitter.com/pauljohnson969 1/status/948878812334448640 …";;;;"948884572824940544";https://twitter.com/ken_kfwatson/status/948884572824940544
niteen_india;2018-01-04 01:30;10;21;"Those complaining abt recent rise in iron ore prices should see attached graphs- 3mth/1yr/5yr/10yr. They wr expanding steel capacities in 2008/09 without any issues. pic.twitter.com/jyipBjc2Cw";;;;"948758537584472064";https://twitter.com/niteen_india/status/948758537584472064
JeffreyKleintop;2018-01-03 18:14;9;13;"Where does everything come from? This map shows the giant web of global trade. Red = oil tankers. Blue = dry bulk carriers (mostly used for commodities such as coal, iron ore , and grain). Yellow = container ships (typically used for manufactured products). http:// shipmap.org pic.twitter.com/8uXz5NPtdn";;;;"948648706664030214";https://twitter.com/JeffreyKleintop/status/948648706664030214
KhandaniM;2018-01-03 13:39;10;6;"The country on top, Japan does not have a single Mine yet they produce 15 times as much steel as we do. Many agreed with Thabo and Mandelas policies which deindustrialised SA and these are the results. We gave Kumba to AA and they export iron ore , we export raw platinum, chrome https:// twitter.com/Kawasaki__900/ status/948401516372725761 …";;;;"948579572823609344";https://twitter.com/KhandaniM/status/948579572823609344
bymarktwain;2018-01-03 09:20;9;26;"Everything has its limit - iron ore cannot be educated into gold. #MarkTwain";;;#MarkTwain;"948514294387310593";https://twitter.com/bymarktwain/status/948514294387310593
TheKouk;2018-01-02 18:51;61;91;"Iron ore now above US$75 a tonne. With AUD around 0.78, that's around AUD$95 a tonne. MYEFO assumed AUD$70 to $75. If prices remain at these levels, it's worth about $6-$8 billion a year to the budget bottom line. Income tax cuts in May budget looking a little more likely";;;;"948295751607582720";https://twitter.com/TheKouk/status/948295751607582720
akpix;2018-01-02 17:19;18;71;"If you look close - that's nine freighters at anchor on #LakeSuperior offshore from #Duluth this morning. A 10th later joined the scene as it left the Superior entry at sunrise. Cold weather has slowed the loading of iron ore pellets, causing the traffic jam pic.twitter.com/J5GHPT9Lax";;;#LakeSuperior #Duluth;"948272612274094080";https://twitter.com/akpix/status/948272612274094080
akpix;2018-01-02 12:13;21;52;"Quick phone photo of five of the 10 freighters visible on Lake Superior offshore from #Duluth right now. One departing, nine at anchor. Cold weather has been slowing down loading of iron ore pellets, causing a ship traffic jam pic.twitter.com/GKZRuHyWAy";;;#Duluth;"948195585013710848";https://twitter.com/akpix/status/948195585013710848
solange_lebourg;2018-01-02 11:27;4;12;"Australia growth came from selling iron ore to China. Not a strategy we can emulate.";;;;"948184009447788549";https://twitter.com/solange_lebourg/status/948184009447788549
Rob_Kimbell;2018-01-01 09:03;39;55;"UK: #46 Iron Ore exporter #14 Tin exporter #5 Car exporter #14 Automotive Parts exporter #6 Helicopter exporter #1 Aircraft Parts exporter #16 Bicycle exporter #15 Motorcycle exporter #26 Rubber Tyre exporter #21 Truck exporter WTEx";;;#46 #14 #5 #14 #6 #1 #16 #15 #26 #21;"947800533003329536";https://twitter.com/Rob_Kimbell/status/947800533003329536
faizamalic;2018-01-01 07:51;5;12;"Balochistan is known as richest part of Pakistan because of its natural mineral resources like Gas Coal, Chromite, Barytes, Sulphur, Marble, Iron Ore , Quartzite, Limestone and sulphur #ہمارا_خوشحال_بلوچستان pic.twitter.com/v9UWLFcWlK";;;#;"947782431091945473";https://twitter.com/faizamalic/status/947782431091945473
TheMiningHub;2018-01-01 07:30;0;0;"Why Tata Steel Wants To Expand Capacity At Its Iron Ore Mines #Happy2K18 #MiningNews #TataSteel ... https:// fb.me/8SRP6ns6h";;;#Happy2K18 #MiningNews #TataSteel;"947776995210952704";https://twitter.com/TheMiningHub/status/947776995210952704
Sen_JudeOvie;2018-01-01 07:07;0;1;"Sir I will sponsored ur publicity as a graphics artist but please ans this few question 1. What is Nigeria major problem and what is ur solution plan? 2. How to revive Ajukuta steel company and utilization of iron ore for Nig Economic";;;;"947771145352343552";https://twitter.com/Sen_JudeOvie/status/947771145352343552
Swarnagarwal1;2018-01-01 06:13;1;14;"NMDC on fire.. suggested four days back for short term.. Triggers >international iron ore price moving up >Supply disruption in Odisha from 1st Jan >Healthy domestic steel production growth #NMDC #Ironore https:// twitter.com/Swarnagarwal1/ status/946272207034028034 …";;;#NMDC #Ironore;"947757600568987648";https://twitter.com/Swarnagarwal1/status/947757600568987648
hiool;2018-01-01 05:55;0;1;"China iron ore jumps, marking 17 pct annual gain in 2nd winning yr http://www. hellenicshippingnews.com/china-iron-ore -jumps-marking-17-pct-annual-gain-in-2nd-winning-yr/ …";;;;"947753176253337601";https://twitter.com/hiool/status/947753176253337601
pipsnticks;2018-01-01 05:07;2;1;"2017 top 5 most traded in Dalian Commodity Exchange #DCE Iron Ore #DCEI Soybean Meal #DCEM Corn #DCEC RBD Palm Olein #DCEP Soybean Oil #DCEY pic.twitter.com/WknAVTWpwX";;;#DCE #DCEI #DCEM #DCEC #DCEP #DCEY;"947741094837493760";https://twitter.com/pipsnticks/status/947741094837493760
aarivum;2018-01-01 05:02;0;0;"#BJPin2018 * To have more corruption like the Iron Ore scam * To communalize peaceful Kannadigas * To have more farmer suicides * To have more slogans, less work * To have hospital deaths like UP * To slowdown economy * To destroy IT Industry * To destroy Telecom Industry";;;#BJPin2018;"947739775699771393";https://twitter.com/aarivum/status/947739775699771393
storageblokeuk;2018-01-01 04:54;0;2;"Too long a chain to read it all - too much Data !. I suppose your real rant is over the difference between a simile & a metaphor. Data is not Oil - any more than Oil is Iron ore . Oil is a resource to be refined to be useful - & data is a resource to be refined to be useful.";;;;"947737717307088896";https://twitter.com/storageblokeuk/status/947737717307088896
BabyPips;2018-01-01 04:30;0;0;"The Aussie Rode The Rise In Gold & Iron Ore Prices In 2017 http:// ow.ly/Zglx30hvePu";;;;"947731661038522368";https://twitter.com/BabyPips/status/947731661038522368
AussieJobsClub;2018-01-01 03:10;0;0;"Officer Drawings & Specifications | Iron Ore | MAC | 5/2, 4/3 Roster - Australia...";;;;"947711530514001921";https://twitter.com/AussieJobsClub/status/947711530514001921
WorldJobsClub;2018-01-01 01:57;0;0;"Engineering Technician Mechanical (Heavy Duty Fitter) | Iron Ore | FIFO 8/6, 7/7 - Australia.. Read More here.....";;;;"947693155670933504";https://twitter.com/WorldJobsClub/status/947693155670933504
WorldJobsClub;2018-01-01 01:57;0;0;"Senior Governance & Technical Stewardship Engineer, Mechanical | Iron Ore | MAC | 5/2, 4/3 Roster - Australia.. Read More here.....";;;;"947693149555646464";https://twitter.com/WorldJobsClub/status/947693149555646464
WazzaDG;2018-01-01 01:32;0;0;"Ceaușescu did visit Oz in 1988 at the invite of Bob Hawke pursuant to a deal done between Ceausescu and Gina Reinhart’s dad to exchange iron ore for trucks so Labour were not much better! Money makes the world go round and round…";;;;"947686861073510400";https://twitter.com/WazzaDG/status/947686861073510400
csx2117;2018-01-01 00:19;0;0;"My city is working on building the following structure: Iron Ore Industrial Center. But we’ve run out of building... https:// fb.me/E7WLVR8N";;;;"947668603297550336";https://twitter.com/csx2117/status/947668603297550336
StevePrediletto;2017-12-31 22:57;0;0;"Australian Iron Ore exports totaled A$53.7 billion in 2016 (16% of total exports). Love how the . @australian business section market summary list the DJIA, Iron Ore spot and USD. pic.twitter.com/evDRxLqHxb";;@australian;;"947647949814632450";https://twitter.com/StevePrediletto/status/947647949814632450
AdvitechGroup;2017-12-31 22:22;0;0;"The Advitech Group supports mining projects for their entire life cycle, from concept planning through to operation. Whether your focus is extraction or processing and beneficiation; coal, hard rock or iron ore ; open cut or underground http:// bit.ly/2ByrLb5";;;;"947639190384201728";https://twitter.com/AdvitechGroup/status/947639190384201728
Some_Sheila;2017-12-31 21:55;0;0;"yeah, takes a while until you get to electric furnances. :) do you put coal and iron ore on the same belt?";;;;"947632413257105409";https://twitter.com/Some_Sheila/status/947632413257105409
udderrunner;2017-12-31 21:00;0;0;"hard to ban Iron Ore or Natural Gas in #Australia #ProfitShifting To #TaxHavens is popular with Multinational previously Aussie Mining Co Thread click right through my thread https:// twitter.com/udderrunner/st atus/947048970932461568 …";;;#Australia #ProfitShifting #TaxHavens;"947618472845967361";https://twitter.com/udderrunner/status/947618472845967361
