date,1. open,2. high,3. low,4. close,5. volume
2019-08-12 09:31:00,3.6,3.6,3.58,3.58,11731.0
2019-08-12 09:33:00,3.58,3.58,3.57,3.57,600.0
2019-08-12 09:34:00,3.58,3.59,3.57,3.57,16018.0
2019-08-12 09:35:00,3.57,3.57,3.56,3.56,3120.0
2019-08-12 09:36:00,3.56,3.56,3.56,3.56,100.0
2019-08-12 09:37:00,3.57,3.57,3.56,3.56,19302.0
2019-08-12 09:38:00,3.57,3.58,3.57,3.58,6618.0
2019-08-12 09:39:00,3.57,3.57,3.56,3.56,2400.0
2019-08-12 09:40:00,3.564,3.57,3.56,3.56,17699.0
2019-08-12 09:41:00,3.56,3.56,3.56,3.56,3692.0
2019-08-12 09:42:00,3.56,3.56,3.56,3.56,2350.0
2019-08-12 09:43:00,3.57,3.57,3.565,3.57,7821.0
2019-08-12 09:44:00,3.57,3.57,3.57,3.57,1066.0
2019-08-12 09:45:00,3.568,3.57,3.56,3.56,9000.0
2019-08-12 09:46:00,3.57,3.58,3.57,3.58,17854.0
2019-08-12 09:47:00,3.58,3.585,3.58,3.58,952.0
2019-08-12 09:48:00,3.58,3.59,3.58,3.59,3514.0
2019-08-12 09:49:00,3.58,3.58,3.58,3.58,5895.0
2019-08-12 09:50:00,3.58,3.59,3.58,3.59,2100.0
2019-08-12 09:51:00,3.59,3.5906,3.58,3.5906,42707.0
2019-08-12 09:52:00,3.59,3.6,3.59,3.6,13831.0
2019-08-12 09:53:00,3.6,3.6,3.6,3.6,5322.0
2019-08-12 09:54:00,3.6,3.61,3.6,3.61,400.0
2019-08-12 09:55:00,3.6,3.61,3.6,3.61,34057.0
2019-08-12 09:56:00,3.62,3.6268,3.62,3.6268,15400.0
2019-08-12 09:57:00,3.63,3.63,3.63,3.63,14200.0
2019-08-12 09:58:00,3.63,3.635,3.63,3.63,24741.0
2019-08-12 09:59:00,3.63,3.63,3.63,3.63,900.0
2019-08-12 10:00:00,3.62,3.62,3.62,3.62,100.0
2019-08-12 10:01:00,3.63,3.63,3.63,3.63,800.0
2019-08-12 10:02:00,3.63,3.65,3.63,3.65,17196.0
2019-08-12 10:03:00,3.65,3.65,3.645,3.645,1240.0
2019-08-12 10:04:00,3.65,3.65,3.64,3.64,765.0
2019-08-12 10:06:00,3.645,3.645,3.64,3.64,17732.0
2019-08-12 10:07:00,3.63,3.63,3.63,3.63,1312.0
2019-08-12 10:09:00,3.62,3.62,3.62,3.62,100.0
2019-08-12 10:10:00,3.62,3.62,3.62,3.62,859.0
2019-08-12 10:11:00,3.62,3.62,3.61,3.61,800.0
2019-08-12 10:12:00,3.62,3.63,3.62,3.62,4900.0
2019-08-12 10:13:00,3.62,3.62,3.61,3.61,12063.0
2019-08-12 10:14:00,3.615,3.615,3.61,3.61,485.0
2019-08-12 10:15:00,3.61,3.61,3.61,3.61,836.0
2019-08-12 10:16:00,3.61,3.61,3.61,3.61,378.0
2019-08-12 10:18:00,3.61,3.61,3.6,3.605,3273.0
2019-08-12 10:19:00,3.61,3.61,3.61,3.61,1062.0
2019-08-12 10:20:00,3.605,3.61,3.6,3.6,300.0
2019-08-12 10:21:00,3.61,3.61,3.61,3.61,100.0
2019-08-12 10:22:00,3.605,3.615,3.605,3.615,9993.0
2019-08-12 10:23:00,3.61,3.61,3.61,3.61,100.0
2019-08-12 10:26:00,3.615,3.625,3.615,3.625,12024.0
2019-08-12 10:27:00,3.62,3.62,3.615,3.615,8013.0
2019-08-12 10:28:00,3.62,3.62,3.6064,3.6064,13503.0
2019-08-12 10:29:00,3.6,3.6,3.6,3.6,5104.0
2019-08-12 10:30:00,3.595,3.595,3.595,3.595,200.0
2019-08-12 10:31:00,3.595,3.6,3.595,3.5965,720.0
2019-08-12 10:32:00,3.59,3.59,3.59,3.59,100.0
2019-08-12 10:33:00,3.6,3.6,3.5967,3.5967,5300.0
2019-08-12 10:34:00,3.595,3.595,3.58,3.5848,13646.0
2019-08-12 10:35:00,3.58,3.58,3.58,3.58,448.0
2019-08-12 10:36:00,3.58,3.58,3.58,3.58,348.0
2019-08-12 10:37:00,3.58,3.585,3.58,3.585,5331.0
2019-08-12 10:38:00,3.59,3.59,3.58,3.59,11741.0
2019-08-12 10:39:00,3.585,3.59,3.585,3.59,19226.0
