,date,retweets,favorites,polarity,Open,Close,variation %
32,2018-10-17,41,55,-0.35,15.720000267028807,16.059999465942386,2.1628447400646382
33,2018-10-12,153,455,-0.7,15.18000030517578,15.350000381469727,1.1198950782364858
34,2018-10-08,42,35,-0.3,15.609999656677244,15.380000114440918,-1.4734115778019448
35,2018-10-01,255,160,-0.7,12.119999885559082,12.079999923706055,-0.3300326916726055
36,2018-10-01,62,64,-0.7,12.119999885559082,12.079999923706055,-0.3300326916726055
37,2018-10-01,71,59,0.10324999999999998,12.119999885559082,12.079999923706055,-0.3300326916726055
38,2018-10-01,206,341,-0.475,12.119999885559082,12.079999923706055,-0.3300326916726055
39,2018-09-27,136,244,-0.06666666666666665,11.800000190734865,12.229999542236328,3.644062241957338
40,2018-09-27,34,40,-0.1125,11.800000190734865,12.229999542236328,3.644062241957338
41,2018-09-24,71,99,0.25,11.579999923706055,11.390000343322756,-1.6407563180923723
42,2018-09-24,32,61,0.03,11.579999923706055,11.390000343322756,-1.6407563180923723
43,2018-09-24,39,58,0.0740909090909091,11.579999923706055,11.390000343322756,-1.6407563180923723
44,2018-09-24,909,1076,-0.7,11.579999923706055,11.390000343322756,-1.6407563180923723
45,2018-09-24,100,78,-0.09999999999999998,11.579999923706055,11.390000343322756,-1.6407563180923723
46,2018-09-24,61,55,-0.26805555555555555,11.579999923706055,11.390000343322756,-1.6407563180923723
47,2018-09-24,72,93,-0.7,11.579999923706055,11.390000343322756,-1.6407563180923723
48,2018-09-24,32,32,0.1264393939393939,11.579999923706055,11.390000343322756,-1.6407563180923723
49,2018-09-24,97,94,-0.07749999999999999,11.579999923706055,11.390000343322756,-1.6407563180923723
50,2018-09-19,231,378,0.0,11.210000038146973,11.25,0.3568239225415684
51,2018-09-12,33,35,0.0,10.649999618530273,10.739999771118164,0.8450718855547796
52,2018-09-11,33,60,-0.35,10.460000038146973,10.4399995803833,-0.19120896453854155
53,2018-09-04,41,124,0.1125,10.43000030517578,10.399999618530273,-0.28763840621000275
54,2018-09-04,54,62,-0.19166666666666665,10.43000030517578,10.399999618530273,-0.28763840621000275
55,2018-09-04,44,52,-0.14393939393939392,10.43000030517578,10.399999618530273,-0.28763840621000275
56,2018-08-24,38,45,-0.1125,10.479999542236328,10.3100004196167,-1.6221291034842238
57,2018-07-30,49,43,-0.3022222222222222,12.029999732971193,11.859999656677244,-1.4131344976510811
58,2018-07-24,185,216,0.0,11.56999969482422,11.68000030517578,0.950739958971366
59,2018-07-23,104,114,-0.008333333333333323,11.34000015258789,11.380000114440918,0.3527333449276805
60,2018-07-03,34,51,-0.10833333333333332,10.220000267028807,10.220000267028807,0.0
61,2018-07-03,105,89,-0.7,10.220000267028807,10.220000267028807,0.0
62,2018-06-29,44,35,-0.25,9.90999984741211,10.029999732971193,1.2108969465869417
63,2018-05-31,38,41,-0.7,11.890000343322756,11.859999656677244,-0.25231863565386103
64,2018-05-17,463,405,-0.35,16.879999160766598,16.479999542236328,-2.3696661043678877
65,2018-05-17,45,47,-0.31666666666666665,16.879999160766598,16.479999542236328,-2.3696661043678877
66,2018-05-17,765,683,-0.7,16.879999160766598,16.479999542236328,-2.3696661043678877
67,2018-05-17,624,498,-0.225,16.879999160766598,16.479999542236328,-2.3696661043678877
68,2018-05-17,51,32,-0.18928571428571428,16.879999160766598,16.479999542236328,-2.3696661043678877
69,2018-05-10,32,36,-0.125,15.520000457763672,16.209999084472653,4.445867309003964
70,2018-05-09,32,44,3.7007434154171876e-17,14.020000457763672,15.130000114440918,7.917258348323205
71,2018-05-08,243,231,-0.7,14.0600004196167,13.869999885559082,-1.3513551094388725
72,2018-05-07,343,348,-0.7,13.630000114440918,13.989999771118164,2.6412300341496566
73,2018-05-07,53,37,0.06666666666666668,13.630000114440918,13.989999771118164,2.6412300341496566
74,2018-04-19,58,47,-0.3,14.350000381469727,14.380000114440918,0.20905736706411732
75,2018-04-18,50,47,-0.05925925925925925,14.0,14.239999771118164,1.7142840794154577
76,2018-04-13,197,164,-0.7,14.239999771118164,13.859999656677244,-2.6685401723927207
77,2018-04-12,33,33,-0.11428571428571427,14.4399995803833,14.270000457763672,-1.177279276729151
78,2018-04-12,435,420,-0.7,14.4399995803833,14.270000457763672,-1.177279276729151
79,2018-04-11,269,225,-0.7,14.079999923706055,14.329999923706055,1.7755681914392831
80,2018-04-10,39,41,-0.7,13.5600004196167,14.010000228881836,3.318582561503024
81,2018-04-10,91,81,-0.35,13.5600004196167,14.010000228881836,3.318582561503024
82,2018-04-09,41,32,0.0,13.949999809265135,13.380000114440918,-4.0860193736034445
83,2018-04-06,74,174,0.07666666666666669,13.869999885559082,13.920000076293945,0.3604916448984371
84,2018-04-04,235,294,-0.7,13.270000457763672,13.630000114440918,2.712883528701212
85,2018-02-12,39,214,0.1,12.539999961853027,12.460000038146973,-0.6379579262313901
86,2018-02-09,42,39,-0.3159090909090909,12.479999542236328,12.34000015258789,-1.1217900223043646
87,2018-02-02,63,164,-0.7,13.729999542236328,13.31999969482422,-2.9861606779436736
88,2018-02-01,77,66,0.0,13.699999809265135,13.949999809265135,1.8248175436537464
89,2018-01-25,56,34,0.25,13.239999771118164,13.260000228881836,0.15106086185364614
90,2018-01-09,46,41,-0.4333333333333333,11.199999809265137,11.140000343322754,-0.5357095264657825
91,2018-01-04,742,658,-0.14999999999999994,11.0,11.0,0.0
92,2019-08-07,57,83,-0.5,13.859999656677244,14.1899995803833,2.38095188946902
93,2019-08-07,32,56,-0.1875,13.859999656677244,14.1899995803833,2.38095188946902
94,2019-08-06,51,50,-0.08888888888888888,14.479999542236328,14.31999969482422,-1.1049713568388468
95,2019-08-12,43,94,0.5,14.039999961853027,14.0,-0.2849000139722797
96,2019-08-01,36,32,-0.1555555555555556,14.989999771118164,14.720000267028807,-1.8011975197596477
97,2019-07-23,39,124,-0.2833333333333333,16.030000686645508,16.069999694824222,0.2495259292910537
98,2019-06-13,203,159,-0.7,15.56999969482422,15.470000267028807,-0.6422570954105767
99,2019-06-05,60,62,-0.2875,15.029999732971193,14.710000038146973,-2.1290731903490303
100,2019-06-05,33,62,-0.225,15.029999732971193,14.710000038146973,-2.1290731903490303
101,2019-06-03,32,45,-0.1555555555555556,14.6899995803833,14.770000457763672,0.5445941434008105
102,2019-05-31,48,50,-0.015277777777777791,14.40999984741211,14.43000030517578,0.13879568338275852
103,2019-05-31,52,74,-0.2101851851851852,14.40999984741211,14.43000030517578,0.13879568338275852
104,2019-05-29,58,89,-0.05,14.279999732971193,14.550000190734865,1.8907595435052136
105,2019-05-21,76,104,0.0,13.68000030517578,14.100000381469727,3.0701759278107725
106,2019-05-20,34,41,-0.4125,13.470000267028807,13.68000030517578,1.5590202968369662
107,2019-05-20,35,71,-0.025,13.470000267028807,13.68000030517578,1.5590202968369662
108,2019-05-13,62,75,0.0,14.43000030517578,14.350000381469727,-0.5544000139581313
109,2019-05-10,44,63,0.15875,14.800000190734865,14.8100004196167,0.0675691131956507
110,2019-05-10,55,198,0.0,14.800000190734865,14.8100004196167,0.0675691131956507
111,2019-05-02,32,65,0.13636363636363635,14.829999923706055,14.90999984741211,0.5394465550749814
112,2019-04-26,32,47,-0.07777777777777779,15.4399995803833,15.380000114440918,-0.3885975879080517
113,2019-04-25,72,73,-0.03624999999999999,15.329999923706055,15.470000267028807,0.9132442532257156
114,2019-04-25,35,34,0.25,15.329999923706055,15.470000267028807,0.9132442532257156
115,2019-04-25,882,1856,-0.7,15.329999923706055,15.470000267028807,0.9132442532257156
116,2019-04-23,97,436,0.010000000000000007,15.859999656677244,15.800000190734865,-0.378306855240812
117,2019-04-11,33,32,-0.02799999999999998,16.739999771118164,16.469999313354492,-1.6129059824093233
118,2019-04-10,139,344,-0.425,16.850000381469727,16.989999771118164,0.8308568930502671
119,2019-04-04,102,125,-0.225,15.5600004196167,16.170000076293945,3.920306171124593
120,2019-04-03,54,67,0.3,16.129999160766598,15.720000267028807,-2.5418407629867814
121,2019-03-22,34,55,-0.11666666666666665,16.329999923706055,15.81999969482422,-3.1230877603463627
122,2019-02-25,57,70,-0.037037037037037056,16.549999237060547,16.239999771118164,-1.8731086418916476
123,2019-02-11,52,73,-0.2125,15.5,15.31999969482422,-1.1612922914566417
124,2019-01-30,66,130,-0.2333333333333333,15.8100004196167,16.0,1.2017683449745735
125,2019-01-29,43,91,-0.1125,15.5600004196167,15.56999969482422,0.06426269240272699
126,2019-01-28,49,244,0.5,15.43000030517578,15.09000015258789,-2.2035006212789283
127,2019-01-24,82,97,0.0,15.43000030517578,15.520000457763672,0.5832803033562034
128,2019-01-11,55,75,-0.09999999999999998,15.220000267028807,15.289999961853027,0.4599191432069903
129,2019-01-03,40,47,-0.7,14.399999618530273,14.260000228881836,-0.9722180094246868
130,2019-01-02,601,488,-0.13333333333333333,13.1899995803833,14.010000228881836,6.216836046894749
