,Date,Open,Close,variation %
0,2010-01-04,48.88000106811523,48.70000076293945,-0.36824938879387553
1,2010-01-05,48.66999816894531,48.20000076293945,-0.9656819882638683
2,2010-01-06,48.11000061035156,48.90999984741211,1.6628543481839313
3,2010-01-07,48.790000915527344,48.20000076293945,-1.209264483535035
4,2010-01-08,48.4000015258789,48.459999084472656,0.12396189401291058
5,2010-01-11,48.79999923706055,48.099998474121094,-1.4344278153345673
6,2010-01-12,47.36000061035156,47.06999969482422,-0.6123330063132595
7,2010-01-13,47.31000137329102,46.4000015258789,-1.9234830289518152
8,2010-01-14,46.02999877929688,45.13999938964844,-1.933520341627173
9,2010-01-15,45.540000915527344,45.36999893188477,-0.37330254770505955
10,2010-01-19,45.790000915527344,46.13000106811523,0.742520519305318
11,2010-01-20,45.15999984741211,44.63000106811523,-1.1736022610444132
12,2010-01-21,44.41999816894531,42.58000183105469,-4.142270179508909
13,2010-01-22,42.09000015258789,42.040000915527344,-0.11879124941621719
14,2010-01-25,42.77000045776367,41.22000122070313,-3.6240337163222587
15,2010-01-26,40.66999816894531,40.72999954223633,0.14753227438508051
16,2010-01-27,40.709999084472656,41.27000045776367,1.3755867990294495
17,2010-01-28,41.88999938964844,41.47999954223633,-0.9787535292097084
18,2010-01-29,42.02999877929688,40.56999969482422,-3.473707177911766
19,2010-02-01,40.97000122070313,41.7400016784668,1.8794250300743582
20,2010-02-02,41.95000076293945,41.97000122070313,0.04767689487469163
21,2010-02-03,41.52999877929688,41.400001525878906,-0.31302012337833435
22,2010-02-04,40.61000061035156,38.83000183105469,-4.383153786122205
23,2010-02-05,38.5,38.77999877929688,0.7272695566152781
24,2010-02-08,38.65999984741211,38.20000076293945,-1.1898579572897967
25,2010-02-09,39.66999816894531,39.540000915527344,-0.32769664587414554
26,2010-02-10,39.66999816894531,39.7599983215332,0.22687208656930324
27,2010-02-11,40.900001525878906,40.650001525878906,-0.6112469209611544
28,2010-02-12,40.06999969482422,40.88000106811523,2.021465883354212
29,2010-02-16,41.4900016784668,41.61999893188477,0.3133218803542351
30,2010-02-17,42.29999923706055,41.709999084472656,-1.3947994402585482
31,2010-02-18,41.56999969482422,42.540000915527344,2.3334164729953017
32,2010-02-19,42.36000061035156,42.599998474121094,0.5665671867598668
33,2010-02-22,43.04999923706055,42.56999969482422,-1.1149815348268575
34,2010-02-23,42.540000915527344,41.83000183105469,-1.6690152073163274
35,2010-02-24,41.90999984741211,41.58000183105469,-0.7873968445690626
36,2010-02-25,40.54999923706055,41.86000061035156,3.230582978886332
37,2010-02-26,42.25,42.650001525878906,0.9467491736778846
38,2010-03-01,43.099998474121094,43.349998474121094,0.5800464242478098
39,2010-03-02,43.77000045776367,44.040000915527344,0.6168619029926941
40,2010-03-03,44.22999954223633,44.040000915527344,-0.4295695877806871
41,2010-03-04,44.31999969482422,43.86000061035156,-1.037904078610307
42,2010-03-05,44.2599983215332,44.95000076293945,1.5589752995326092
43,2010-03-08,44.95000076293945,44.7599983215332,-0.422697304074139
44,2010-03-09,44.47999954223633,45.77999877929688,2.9226601853404466
45,2010-03-10,46.20000076293945,46.56000137329102,0.7792220874601231
46,2010-03-11,46.61999893188477,46.7599983215332,0.30029899797505305
47,2010-03-12,47.1500015258789,47.099998474121094,-0.1060510077191844
48,2010-03-15,46.88000106811523,46.63000106811523,-0.5332764383617602
49,2010-03-16,46.56999969482422,47.0099983215332,0.944811315422632
50,2010-03-17,47.16999816894531,46.849998474121094,-0.6783966657749262
51,2010-03-18,46.33000183105469,46.22999954223633,-0.21584779811368043
52,2010-03-19,45.43000030517578,45.43000030517578,0.0
53,2010-03-22,43.97999954223633,44.97000122070313,2.251027032221892
54,2010-03-23,45.36000061035156,45.08000183105469,-0.6172812511668634
55,2010-03-24,44.43999862670898,44.88999938964844,1.0126030082030748
56,2010-03-25,45.25,43.599998474121094,-3.6464122118870854
57,2010-03-26,43.7599983215332,43.11000061035156,-1.4853695980646164
58,2010-03-29,43.0099983215332,43.9900016784668,2.2785477683754047
59,2010-03-30,44.38999938964844,43.97999954223633,-0.9236311174803026
60,2010-03-31,43.959999084472656,44.5,1.2283915531701646
61,2010-04-01,45.349998474121094,45.38000106811523,0.0661578721138314
62,2010-04-05,45.93999862670898,45.90999984741211,-0.06529991335138385
63,2010-04-06,45.77000045776367,46.349998474121094,1.2672012465733775
64,2010-04-07,46.31999969482422,45.54999923706055,-1.6623498765905895
65,2010-04-08,45.09000015258789,45.40999984741211,0.7096910484393794
66,2010-04-09,45.6500015258789,45.22000122070313,-0.9419502536752395
67,2010-04-12,45.13000106811523,44.06999969482422,-2.348773206743639
68,2010-04-13,44.02999877929688,43.75,-0.6359272928904529
69,2010-04-14,44.15999984741211,44.18999862670898,0.06793201857002701
70,2010-04-15,44.29999923706055,43.400001525878906,-2.0315975771591424
71,2010-04-16,42.93000030517578,42.27999877929688,-1.5140962526397486
72,2010-04-19,41.810001373291016,42.88000106811523,2.5591955505357786
73,2010-04-20,43.59000015258789,44.0099983215332,0.9635195399749905
74,2010-04-21,43.88999938964844,43.4900016784668,-0.9113641301986006
75,2010-04-22,43.13999938964844,43.45000076293945,0.7185938286438671
76,2010-04-23,42.9900016784668,43.59000015258789,1.3956698085490566
77,2010-04-26,43.88000106811523,43.15999984741211,-1.6408413928373773
78,2010-04-27,42.36999893188477,41.2400016784668,-2.6669749395901374
79,2010-04-28,41.709999084472656,41.709999084472656,0.0
80,2010-04-29,42.31999969482422,42.65999984741211,0.8034030128536911
81,2010-04-30,42.75,42.400001525878906,-0.8187098809850146
82,2010-05-03,42.11999893188477,41.0,-2.6590668572807945
83,2010-05-04,40.04999923706055,39.0,-2.621720991417455
84,2010-05-05,37.93999862670898,38.40999984741211,1.2388013645637324
85,2010-05-06,37.9900016784668,37.060001373291016,-2.4480133300518303
86,2010-05-07,36.9900016784668,36.4900016784668,-1.3517166188480274
87,2010-05-10,39.31999969482422,38.66999816894531,-1.653106640192745
88,2010-05-11,37.81999969482422,37.86999893188477,0.1322031662189477
89,2010-05-12,38.349998474121094,38.18000030517578,-0.4432807710801572
90,2010-05-13,38.4900016784668,38.0,-1.2730622423976872
91,2010-05-14,37.63999938964844,37.650001525878906,0.026573157259985204
92,2010-05-17,37.68000030517578,37.04999923706055,-1.671977343452135
93,2010-05-18,37.7400016784668,36.31999969482422,-3.7625912042626766
94,2010-05-19,35.560001373291016,35.2599983215332,-0.8436530938470201
95,2010-05-20,33.950000762939446,33.400001525878906,-1.6200271714306729
96,2010-05-21,32.639999389648445,34.299999237060554,5.0857839413396775
97,2010-05-24,34.080001831054695,33.139999389648445,-2.7582229779978835
98,2010-05-25,31.6200008392334,32.880001068115234,3.984820352434828
99,2010-05-26,33.59000015258789,33.560001373291016,-0.08930866079369097
100,2010-05-27,34.900001525878906,35.5099983215332,1.7478417449408263
101,2010-05-28,35.400001525878906,35.61999893188477,0.6214615720991962
102,2010-06-01,36.45000076293945,35.630001068115234,-2.249656180139106
103,2010-06-02,36.099998474121094,36.79999923706055,1.9390603671112638
104,2010-06-03,37.45000076293945,36.88999938964844,-1.4953307393392457
105,2010-06-04,36.02999877929688,36.060001373291016,0.08327114907195957
106,2010-06-07,36.4900016784668,36.099998474121094,-1.068794701031348
107,2010-06-08,36.4900016784668,37.099998474121094,1.6716820158828976
108,2010-06-09,37.59000015258789,37.560001373291016,-0.07980521195823866
109,2010-06-10,38.59000015258789,38.56999969482422,-0.051828084178772986
110,2010-06-11,37.849998474121094,38.31999969482422,1.2417470003980993
111,2010-06-14,38.72000122070313,37.209999084472656,-3.8997987826072054
112,2010-06-15,37.38999938964844,37.91999816894531,1.417488066190253
113,2010-06-16,37.33000183105469,38.52999877929688,3.2145643969508773
114,2010-06-17,38.9900016784668,38.2400016784668,-1.92357006338424
115,2010-06-18,38.38000106811523,38.290000915527344,-0.23449752496920206
116,2010-06-21,39.11000061035156,38.65999984741211,-1.1506028021394297
117,2010-06-22,38.790000915527344,37.2599983215332,-3.9443221394245755
118,2010-06-23,36.88000106811523,36.47000122070313,-1.1117132200046556
119,2010-06-24,36.060001373291016,35.40999984741211,-1.802555466235646
120,2010-06-25,35.34000015258789,36.11000061035156,2.1788354681353503
121,2010-06-28,36.04999923706055,35.34000015258789,-1.9694843259323973
122,2010-06-29,34.43000030517578,34.200000762939446,-0.6680207383029269
123,2010-06-30,34.439998626708984,34.31999969482422,-0.34842896826280295
124,2010-07-01,34.31999969482422,33.630001068115234,-2.0104855269361868
125,2010-07-02,34.029998779296875,34.11999893188477,0.2644729821226203
126,2010-07-06,34.90999984741211,34.459999084472656,-1.289031122619188
127,2010-07-07,34.470001220703125,35.77000045776367,3.771393069402477
128,2010-07-08,35.939998626708984,36.11999893188477,0.5008355928038913
129,2010-07-09,35.959999084472656,36.36999893188477,1.140155333288516
130,2010-07-12,36.099998474121094,35.75,-0.9695249000411903
131,2010-07-13,36.02999877929688,35.599998474121094,-1.19345079029775
132,2010-07-14,35.139999389648445,35.61999893188477,1.365963433618404
133,2010-07-15,35.52000045776367,35.290000915527344,-0.6475212254285225
134,2010-07-16,34.939998626708984,34.509998321533196,-1.2306820895152688
135,2010-07-19,34.59999847412109,34.59999847412109,0.0
136,2010-07-20,34.189998626708984,36.02999877929688,5.381691215250599
137,2010-07-21,36.45000076293945,35.459999084472656,-2.7160539307131684
138,2010-07-22,36.06999969482422,36.27999877929688,0.5821987420277043
139,2010-07-23,36.13999938964844,36.290000915527344,0.4150568024687657
